gene_name,go_domain,go_annotation
YIL126W,Molecular function,histone
YLR295C,Molecular function,ATP
YOR064C,Molecular function,histone
YOR159C,Molecular function,molecular_function
YGL148W,Molecular function,ADP
YDR194C,Molecular function,ATP
YOL114C,Molecular function,hydrolase
YOL114C,Molecular function,tRNA
YNL257C,Molecular function,transcription
YDR466W,Molecular function,kinase
YNL118C,Molecular function,hydrolase
YGL228W,Molecular function,molecular_function
YJR117W,Molecular function,peptidase
YER127W,Molecular function,molecular_function
YBL015W,Molecular function,hydrolase
YHR110W,Molecular function,molecular_function
YBR041W,Molecular function,transporter
YOR394W,Molecular function,molecular_function
YPL078C,Molecular function,ATP
YDL039C,Molecular function,molecular_function
YOR264W,Molecular function,molecular_function
YNL275W,Molecular function,transmembrane
YNL275W,Molecular function,transporter
YDR395W,Molecular function,transporter
YLR079W,Molecular function,kinase
YMR268C,Molecular function,snRNA binding
YML070W,Molecular function,kinase
YCR091W,Molecular function,kinase
YDR233C,Molecular function,molecular_function
YGR071C,Molecular function,molecular_function
YDR489W,Molecular function,molecular_function
YPL282C,Molecular function,molecular_function
YPL235W,Molecular function,ATP
YDR144C,Molecular function,peptidase
YFL046W,Molecular function,molecular_function
YIR010W,Molecular function,molecular_function
YML056C,Molecular function,dehydrogenase
YKR044W,Molecular function,molecular_function
YMR068W,Molecular function,molecular_function
YGL005C,Molecular function,molecular_function
YDL111C,Molecular function,molecular_function
YMR133W,Molecular function,molecular_function
YPL007C,Molecular function,RNA polymerase
YPL007C,Molecular function,transcription
YLR396C,Molecular function,ATP
YBR245C,Molecular function,transcription
YBR245C,Molecular function,ATP
YBR210W,Molecular function,molecular_function
YIL103W,Molecular function,molecular_function
YJR096W,Molecular function,ADP
YAL010C,Molecular function,molecular_function
YDL213C,Molecular function,rRNA binding
YDR317W,Molecular function,molecular_function
YOR378W,Molecular function,transmembrane
YOR378W,Molecular function,transporter
YJR161C,Molecular function,molecular_function
YOR087W,Molecular function,calcium channel
YOR347C,Molecular function,kinase
YDR421W,Molecular function,transcription
YDR421W,Molecular function,RNA polymerase
YGR186W,Molecular function,transcription
YGR186W,Molecular function,RNA polymerase
YHR135C,Molecular function,kinase
YMR165C,Molecular function,transcription
YPR055W,Molecular function,molecular_function
YHR037W,Molecular function,dehydrogenase
YLR032W,Molecular function,ATP
YOL060C,Molecular function,molecular_function
YBL033C,Molecular function,hydrolase
YNL232W,Molecular function,molecular_function
YDL076C,Molecular function,molecular_function
YDR120C,Molecular function,tRNA
YJL192C,Molecular function,molecular_function
YLR054C,Molecular function,molecular_function
YLR009W,Molecular function,ATP
YDR063W,Molecular function,molecular_function
YLR105C,Molecular function,tRNA
YHR191C,Molecular function,molecular_function
YDL098C,Molecular function,molecular_function
YCR063W,Molecular function,molecular_function
YNL189W,Molecular function,transporter
YGL122C,Molecular function,tRNA
YGL122C,Molecular function,rRNA binding
YDL018C,Molecular function,molecular_function
YKL056C,Molecular function,molecular_function
YJR057W,Molecular function,kinase
YGL211W,Molecular function,tRNA
YAL059W,Molecular function,molecular_function
YJR137C,Molecular function,ADP
YMR021C,Molecular function,transcription
YMR021C,Molecular function,RNA polymerase
YMR074C,Molecular function,molecular_function
YOR104W,Molecular function,molecular_function
YLR297W,Molecular function,molecular_function
YDR216W,Molecular function,RNA polymerase
YDR216W,Molecular function,transcription
YIL120W,Molecular function,transmembrane
YIL120W,Molecular function,transporter
YNL021W,Molecular function,histone
YGR095C,Molecular function,molecular_function
YCL027W,Molecular function,molecular_function
YHR029C,Molecular function,molecular_function
YNR049C,Molecular function,molecular_function
YDR192C,Molecular function,transporter
YML109W,Molecular function,molecular_function
YNL251C,Molecular function,transcription
YHR074W,Molecular function,NAD+
YDR464W,Molecular function,molecular_function
YFR030W,Molecular function,ADP
YLR351C,Molecular function,hydrolase
YLR015W,Molecular function,histone
YHR116W,Molecular function,molecular_function
YDL037C,Molecular function,molecular_function
YLR442C,Molecular function,histone
YHL043W,Molecular function,molecular_function
YDR397C,Molecular function,transcription
YDR397C,Molecular function,RNA polymerase
YPR198W,Molecular function,transmembrane
YPR198W,Molecular function,transporter
YML076C,Molecular function,transcription
YKR060W,Molecular function,molecular_function
YER012W,Molecular function,peptidase
YCR093W,Molecular function,molecular_function
YBR069C,Molecular function,transmembrane
YBR069C,Molecular function,transporter
YCR104W,Molecular function,molecular_function
YDR040C,Molecular function,ATP
YDL051W,Molecular function,tRNA
YBL102W,Molecular function,molecular_function
YLR120C,Molecular function,peptidase
YLR120C,Molecular function,transcription
YEL043W,Molecular function,molecular_function
YNL068C,Molecular function,transcription
YNL068C,Molecular function,RNA polymerase
YDR146C,Molecular function,RNA polymerase
YDR146C,Molecular function,transcription
YBR112C,Molecular function,transcription
YBR112C,Molecular function,RNA polymerase
YBR112C,Molecular function,histone
YPR147C,Molecular function,molecular_function
YDR441C,Molecular function,molecular_function
YPL094C,Molecular function,transporter
YER034W,Molecular function,molecular_function
YKL157W,Molecular function,peptidase
YMR135C,Molecular function,molecular_function
YPL005W,Molecular function,molecular_function
YIL101C,Molecular function,transcription
YIL101C,Molecular function,RNA polymerase
YPL154C,Molecular function,peptidase
YPL101W,Molecular function,RNA polymerase
YPL101W,Molecular function,transcription
YPL101W,Molecular function,tRNA
YPL101W,Molecular function,ATP
YDL244W,Molecular function,molecular_function
YIL094C,Molecular function,dehydrogenase
YLR451W,Molecular function,transcription
YLR451W,Molecular function,RNA polymerase
YLR323C,Molecular function,molecular_function
YOR341W,Molecular function,RNA polymerase
YGR141W,Molecular function,molecular_function
YJR158W,Molecular function,transmembrane
YJR158W,Molecular function,transporter
YBR187W,Molecular function,transmembrane
YBR187W,Molecular function,transporter
YMR198W,Molecular function,ATP
YDR342C,Molecular function,transmembrane
YDR342C,Molecular function,transporter
YGR294W,Molecular function,molecular_function
YBR020W,Molecular function,kinase
YLR418C,Molecular function,RNA polymerase
YLR418C,Molecular function,transcription
YER059W,Molecular function,kinase
YPL153C,Molecular function,kinase
YBL025W,Molecular function,RNA polymerase
YBL025W,Molecular function,transcription
YOR223W,Molecular function,molecular_function
YNL265C,Molecular function,molecular_function
YLL049W,Molecular function,molecular_function
YMR058W,Molecular function,transmembrane
YMR058W,Molecular function,transporter
YOR290C,Molecular function,transcription
YOR290C,Molecular function,RNA polymerase
YOR290C,Molecular function,ATP
YOR290C,Molecular function,histone
YKL114C,Molecular function,hydrolase
YML093W,Molecular function,molecular_function
YLR107W,Molecular function,exonuclease activity
YDL183C,Molecular function,molecular_function
YBL066C,Molecular function,molecular_function
YKL054C,Molecular function,molecular_function
YJR051W,Molecular function,NADH
YNL009W,Molecular function,ADP
YNL009W,Molecular function,dehydrogenase
YJR135C,Molecular function,molecular_function
YGL213C,Molecular function,molecular_function
YGR205W,Molecular function,ATP
YNL027W,Molecular function,transcription
YNL027W,Molecular function,RNA polymerase
YGR024C,Molecular function,tRNA
YER057C,Molecular function,molecular_function
YCL025C,Molecular function,transmembrane
YCL025C,Molecular function,transporter
YNR034W,Molecular function,molecular_function
YDR190C,Molecular function,ATP
YGR108W,Molecular function,kinase
YBR231C,Molecular function,molecular_function
YBR166C,Molecular function,dehydrogenase
YJL148W,Molecular function,RNA polymerase
YIL057C,Molecular function,molecular_function
YPL055C,Molecular function,molecular_function
YLR353W,Molecular function,molecular_function
YGR028W,Molecular function,ATP
YER150W,Molecular function,molecular_function
YNL279W,Molecular function,molecular_function
YDR400W,Molecular function,hydrolase
YPL120W,Molecular function,molecular_function
YOL145C,Molecular function,RNA polymerase
YOL145C,Molecular function,transcription
YJL099W,Molecular function,molecular_function
YHR149C,Molecular function,molecular_function
YDR005C,Molecular function,RNA polymerase
YGR188C,Molecular function,kinase
YLR126C,Molecular function,molecular_function
YDL053C,Molecular function,molecular_function
YKR062W,Molecular function,RNA polymerase
YKR062W,Molecular function,transcription
YNL286W,Molecular function,snRNA binding
YDR158W,Molecular function,dehydrogenase
YHR096C,Molecular function,transmembrane
YHR096C,Molecular function,transporter
YDL035C,Molecular function,receptor
YGR075C,Molecular function,molecular_function
YGR253C,Molecular function,molecular_function
YPR045C,Molecular function,molecular_function
YPL231W,Molecular function,ADP
YMR137C,Molecular function,damage
YMR137C,Molecular function,exonuclease activity
YFL042C,Molecular function,transporter
YDR335W,Molecular function,receptor
YPR141C,Molecular function,ATP
YMR039C,Molecular function,transcription
YDR443C,Molecular function,transcription
YDR443C,Molecular function,RNA polymerase
YNL191W,Molecular function,peptidase
YJL110C,Molecular function,transcription
YJL110C,Molecular function,RNA polymerase
YKR048C,Molecular function,histone
YJR094C,Molecular function,transcription
YPR127W,Molecular function,molecular_function
YJL212C,Molecular function,transmembrane
YJL212C,Molecular function,transporter
YPL156C,Molecular function,molecular_function
YLR187W,Molecular function,molecular_function
YKL188C,Molecular function,transmembrane
YKL188C,Molecular function,ATP
YDR259C,Molecular function,transcription
YDR259C,Molecular function,RNA polymerase
YKL068W,Molecular function,transporter
YGR098C,Molecular function,peptidase
YKL093W,Molecular function,molecular_function
YMR002W,Molecular function,molecular_function
YDL246C,Molecular function,dehydrogenase
YER081W,Molecular function,dehydrogenase
YFR011C,Molecular function,molecular_function
YIL074C,Molecular function,dehydrogenase
YNL249C,Molecular function,molecular_function
YGR056W,Molecular function,ATP
YOR052C,Molecular function,molecular_function
YGR116W,Molecular function,transcription
YGR116W,Molecular function,RNA polymerase
YGR116W,Molecular function,histone
YOL159C,Molecular function,molecular_function
YBR129C,Molecular function,molecular_function
YDR019C,Molecular function,dehydrogenase
YKR105C,Molecular function,molecular_function
YDR499W,Molecular function,damage
YCR054C,Molecular function,molecular_function
YMR322C,Molecular function,peptidase
YLL061W,Molecular function,transmembrane
YLL061W,Molecular function,transporter
YPL214C,Molecular function,kinase
YBL023C,Molecular function,ATP
YOR274W,Molecular function,tRNA
YLR005W,Molecular function,transcription
YLR005W,Molecular function,RNA polymerase
YNL267W,Molecular function,kinase
YLR461W,Molecular function,molecular_function
YNL307C,Molecular function,kinase
YNL307C,Molecular function,molecular_function
YPR164W,Molecular function,molecular_function
YEL060C,Molecular function,peptidase
YDL181W,Molecular function,ATP
YBR022W,Molecular function,ADP
YBR022W,Molecular function,hydrolase
YER177W,Molecular function,transcription
YER177W,Molecular function,RNA polymerase
YHR006W,Molecular function,RNA polymerase
YHR006W,Molecular function,transcription
YKL221W,Molecular function,transporter
YKL221W,Molecular function,transmembrane
YGL126W,Molecular function,molecular_function
YMR270C,Molecular function,transcription
YMR270C,Molecular function,RNA polymerase
YLR228C,Molecular function,RNA polymerase
YLR228C,Molecular function,transcription
YJL171C,Molecular function,molecular_function
YKL021C,Molecular function,molecular_function
YDL167C,Molecular function,molecular_function
YLR373C,Molecular function,molecular_function
YKR001C,Molecular function,transporter
YKR054C,Molecular function,ATP
YIR034C,Molecular function,NAD+
YIR034C,Molecular function,dehydrogenase
YGL013C,Molecular function,transcription
YGL013C,Molecular function,RNA polymerase
YMR070W,Molecular function,RNA polymerase
YMR070W,Molecular function,transcription
YGR207C,Molecular function,molecular_function
YNL025C,Molecular function,RNA polymerase
YNL025C,Molecular function,kinase
YGR091W,Molecular function,molecular_function
YLR242C,Molecular function,molecular_function
YMR195W,Molecular function,molecular_function
YNL134C,Molecular function,dehydrogenase
YBR262C,Molecular function,molecular_function
YFL036W,Molecular function,RNA polymerase
YDL209C,Molecular function,snRNA binding
YIL051C,Molecular function,molecular_function
YNR010W,Molecular function,transcription
YNR010W,Molecular function,RNA polymerase
YFR034C,Molecular function,transcription
YHR070W,Molecular function,tRNA
YDR460W,Molecular function,transcription
YDR460W,Molecular function,RNA polymerase
YNL112W,Molecular function,ATP
YHL047C,Molecular function,transmembrane
YHL047C,Molecular function,transporter
YHL047C,Molecular function,histone
YHL047C,Molecular function,transcription
YHL047C,Molecular function,RNA polymerase
YOR335C,Molecular function,tRNA
YLR193C,Molecular function,transporter
YOL025W,Molecular function,molecular_function
YOL147C,Molecular function,molecular_function
YPL122C,Molecular function,transcription
YPL122C,Molecular function,RNA polymerase
YGL179C,Molecular function,kinase
YGR120C,Molecular function,molecular_function
YLL028W,Molecular function,transmembrane
YLL028W,Molecular function,transporter
YDR438W,Molecular function,molecular_function
YLR026C,Molecular function,receptor
YJR065C,Molecular function,ATP
YHR094C,Molecular function,transmembrane
YHR094C,Molecular function,transporter
YDL033C,Molecular function,tRNA
YMR255W,Molecular function,molecular_function
YGL247W,Molecular function,molecular_function
YDR516C,Molecular function,molecular_function
YPL233W,Molecular function,molecular_function
YOR255W,Molecular function,molecular_function
YHR024C,Molecular function,peptidase
YGR251W,Molecular function,molecular_function
YPR047W,Molecular function,tRNA
YOL128C,Molecular function,kinase
YMR139W,Molecular function,kinase
YOR172W,Molecular function,transcription
YOR172W,Molecular function,RNA polymerase
YDR541C,Molecular function,ADP
YDR541C,Molecular function,dehydrogenase
YPR143W,Molecular function,molecular_function
YFL062W,Molecular function,molecular_function
YCR020C,Molecular function,molecular_function
YCL051W,Molecular function,kinase
YPR125W,Molecular function,molecular_function
YHR049W,Molecular function,molecular_function
YBR007C,Molecular function,molecular_function
YPL001W,Molecular function,histone
YJL038C,Molecular function,molecular_function
YPR178W,Molecular function,molecular_function
YNL159C,Molecular function,molecular_function
YAL014C,Molecular function,receptor
YLR181C,Molecular function,ATP
YCR073C,Molecular function,kinase
YJL012C,Molecular function,kinase
YJL065C,Molecular function,molecular_function
YMR053C,Molecular function,molecular_function
YPL176C,Molecular function,molecular_function
YFR013W,Molecular function,ATP
YIL023C,Molecular function,transmembrane
YIL023C,Molecular function,transporter
YNR073C,Molecular function,dehydrogenase
YLR327C,Molecular function,molecular_function
YMR100W,Molecular function,molecular_function
YNL247W,Molecular function,tRNA
YAR042W,Molecular function,transporter
YBR152W,Molecular function,molecular_function
YMR167W,Molecular function,ATP
YOR301W,Molecular function,molecular_function
YBR039W,Molecular function,ATP
YGL163C,Molecular function,ATP
YDL056W,Molecular function,transcription
YDL056W,Molecular function,RNA polymerase
YNL261W,Molecular function,ATP
YMR054W,Molecular function,ATP
YDR065W,Molecular function,molecular_function
YNL305C,Molecular function,molecular_function
YOR191W,Molecular function,ATP
YDR272W,Molecular function,hydrolase
YGR289C,Molecular function,transmembrane
YGR289C,Molecular function,transporter
YOR294W,Molecular function,molecular_function
YEL062W,Molecular function,molecular_function
YPR031W,Molecular function,histone
YDR038C,Molecular function,transmembrane
YDR038C,Molecular function,ATP
YER171W,Molecular function,damage
YER171W,Molecular function,ATP
YER171W,Molecular function,transcription
YER171W,Molecular function,RNA polymerase
YKL027W,Molecular function,tRNA
YJL173C,Molecular function,RNA polymerase
YDL169C,Molecular function,molecular_function
YLR092W,Molecular function,transmembrane
YLR092W,Molecular function,transporter
YLR423C,Molecular function,kinase
YJR033C,Molecular function,molecular_function
YKR056W,Molecular function,tRNA
YGL011C,Molecular function,molecular_function
YMR123W,Molecular function,molecular_function
YLR240W,Molecular function,kinase
YOR039W,Molecular function,kinase
YNL136W,Molecular function,molecular_function
YJR080C,Molecular function,molecular_function
YNR038W,Molecular function,ATP
YNR012W,Molecular function,kinase
YAL068C,Molecular function,molecular_function
YGL253W,Molecular function,kinase
YHL032C,Molecular function,kinase
YMR010W,Molecular function,molecular_function
YOL023W,Molecular function,tRNA
YAL042W,Molecular function,molecular_function
YOL141W,Molecular function,tRNA
YBR195C,Molecular function,histone
YIL039W,Molecular function,molecular_function
YGR122W,Molecular function,molecular_function
YGR213C,Molecular function,molecular_function
YDR384C,Molecular function,transmembrane
YDR384C,Molecular function,transporter
YML007W,Molecular function,transcription
YNL213C,Molecular function,molecular_function
YLR071C,Molecular function,transcription
YLR071C,Molecular function,RNA polymerase
YHR092C,Molecular function,transmembrane
YHR092C,Molecular function,transporter
YER181C,Molecular function,molecular_function
YDL031W,Molecular function,ATP
YDR514C,Molecular function,molecular_function
YDR033W,Molecular function,molecular_function
YGL245W,Molecular function,tRNA
YDL119C,Molecular function,transmembrane
YDL119C,Molecular function,transporter
YKL151C,Molecular function,ATP
YIL019W,Molecular function,molecular_function
YML069W,Molecular function,histone
YKR019C,Molecular function,molecular_function
YLL015W,Molecular function,transmembrane
YLL015W,Molecular function,transporter
YFL060C,Molecular function,molecular_function
YDR173C,Molecular function,kinase
YCL057W,Molecular function,peptidase
YBR005W,Molecular function,molecular_function
YDL173W,Molecular function,molecular_function
YHR011W,Molecular function,tRNA
YNL077W,Molecular function,ATP
YBR109C,Molecular function,kinase
YBR172C,Molecular function,molecular_function
YDR346C,Molecular function,molecular_function
YPL092W,Molecular function,transmembrane
YPL092W,Molecular function,transporter
YPL029W,Molecular function,ATP
YKL064W,Molecular function,transmembrane
YKL064W,Molecular function,transporter
YKR022C,Molecular function,molecular_function
YLR287C,Molecular function,molecular_function
YOL093W,Molecular function,tRNA
YML131W,Molecular function,molecular_function
YNL245C,Molecular function,molecular_function
YOL108C,Molecular function,transcription
YOL108C,Molecular function,RNA polymerase
YLR329W,Molecular function,molecular_function
YCL045C,Molecular function,molecular_function
YKL002W,Molecular function,molecular_function
YBR154C,Molecular function,RNA polymerase
YER115C,Molecular function,molecular_function
YHR124W,Molecular function,transcription
YIL087C,Molecular function,molecular_function
YOR056C,Molecular function,rRNA binding
YOR270C,Molecular function,ATP
YOL068C,Molecular function,histone
YMR182C,Molecular function,transcription
YMR182C,Molecular function,RNA polymerase
YLL043W,Molecular function,transporter
YLL043W,Molecular function,transmembrane
YNL263C,Molecular function,molecular_function
YDR128W,Molecular function,molecular_function
YOR193W,Molecular function,molecular_function
YER028C,Molecular function,RNA polymerase
YER028C,Molecular function,transcription
YMR052W,Molecular function,molecular_function
YDR270W,Molecular function,ATP
YGR230W,Molecular function,molecular_function
YDR528W,Molecular function,molecular_function
YDL185W,Molecular function,ATP
YGL056C,Molecular function,molecular_function
YLR163C,Molecular function,peptidase
YLR178C,Molecular function,peptidase
YNL056W,Molecular function,molecular_function
YKL125W,Molecular function,RNA polymerase
YKL125W,Molecular function,transcription
YLR384C,Molecular function,tRNA
YPL060W,Molecular function,transmembrane
YPL060W,Molecular function,transporter
YML099C,Molecular function,transcription
YLR090W,Molecular function,ATP
YMR029C,Molecular function,molecular_function
YIR030C,Molecular function,molecular_function
YKR050W,Molecular function,transmembrane
YKR050W,Molecular function,transporter
YDL150W,Molecular function,RNA polymerase
YOL165C,Molecular function,NAD+
YOL165C,Molecular function,dehydrogenase
YJR119C,Molecular function,histone
YLR199C,Molecular function,molecular_function
YGR179C,Molecular function,molecular_function
YGR102C,Molecular function,tRNA
YBR139W,Molecular function,peptidase
YDR361C,Molecular function,molecular_function
YLR445W,Molecular function,molecular_function
YGL255W,Molecular function,transmembrane
YGL255W,Molecular function,transporter
YFR007W,Molecular function,kinase
YFR007W,Molecular function,ATP
YHR103W,Molecular function,molecular_function
YGL077C,Molecular function,transmembrane
YGL077C,Molecular function,transporter
YPL204W,Molecular function,kinase
YBR302C,Molecular function,molecular_function
YAL040C,Molecular function,kinase
YGL208W,Molecular function,kinase
YBR237W,Molecular function,ATP
YBR197C,Molecular function,molecular_function
YEL064C,Molecular function,molecular_function
YOR204W,Molecular function,ATP
YDR382W,Molecular function,kinase
YHR090C,Molecular function,histone
YDL066W,Molecular function,ADP
YDL066W,Molecular function,dehydrogenase
YHR030C,Molecular function,kinase
YIL011W,Molecular function,molecular_function
YNR050C,Molecular function,ADP
YNR050C,Molecular function,dehydrogenase
YKL208W,Molecular function,molecular_function
YGR004W,Molecular function,molecular_function
YGL048C,Molecular function,ATP
YGL243W,Molecular function,tRNA
YJL034W,Molecular function,ATP
YBL089W,Molecular function,transporter
YDL084W,Molecular function,ATP
YCL055W,Molecular function,transcription
YCR024C,Molecular function,tRNA
YOR154W,Molecular function,molecular_function
YPR121W,Molecular function,molecular_function
YPR121W,Molecular function,kinase
YPR174C,Molecular function,molecular_function
YJR045C,Molecular function,ATP
YDR349C,Molecular function,peptidase
YDL171C,Molecular function,NADH
YKL062W,Molecular function,transcription
YKL062W,Molecular function,RNA polymerase
YJR010W,Molecular function,ATP
YDR093W,Molecular function,ATP
YMR282C,Molecular function,molecular_function
YFL022C,Molecular function,tRNA
YJL156C,Molecular function,peptidase
YMR088C,Molecular function,transmembrane
YMR088C,Molecular function,transporter
YKL139W,Molecular function,kinase
YJL069C,Molecular function,molecular_function
YDR332W,Molecular function,ATP
YDL219W,Molecular function,tRNA
YCR086W,Molecular function,molecular_function
YKR024C,Molecular function,ATP
YBR156C,Molecular function,kinase
YCL031C,Molecular function,molecular_function
YIL027C,Molecular function,molecular_function
YBR170C,Molecular function,molecular_function
YJR150C,Molecular function,molecular_function
YBR301W,Molecular function,molecular_function
YFL011W,Molecular function,transmembrane
YFL011W,Molecular function,transporter
YER113C,Molecular function,molecular_function
YHR122W,Molecular function,molecular_function
YOR305W,Molecular function,molecular_function
YMR190C,Molecular function,ATP
YOR272W,Molecular function,molecular_function
YMR184W,Molecular function,molecular_function
YOR358W,Molecular function,RNA polymerase
YOR358W,Molecular function,transcription
YCL032W,Molecular function,kinase
YNL238W,Molecular function,peptidase
YJL198W,Molecular function,transmembrane
YJL198W,Molecular function,transporter
YOR323C,Molecular function,dehydrogenase
YLL041C,Molecular function,dehydrogenase
YKR074W,Molecular function,molecular_function
YOR195W,Molecular function,molecular_function
YMR201C,Molecular function,damage
YDR542W,Molecular function,molecular_function
YOR157C,Molecular function,peptidase
YCR072C,Molecular function,molecular_function
YGL054C,Molecular function,receptor
YPL225W,Molecular function,molecular_function
YPL270W,Molecular function,ATP
YDL012C,Molecular function,molecular_function
YLR299W,Molecular function,hydrolase
YGL139W,Molecular function,transmembrane
YGL139W,Molecular function,transporter
YNL054W,Molecular function,molecular_function
YPR155C,Molecular function,molecular_function
YOR137C,Molecular function,molecular_function
YNL336W,Molecular function,molecular_function
YDR305C,Molecular function,hydrolase
YLR096W,Molecular function,kinase
YKR052C,Molecular function,transmembrane
YKR052C,Molecular function,transporter
YER040W,Molecular function,RNA polymerase
YER040W,Molecular function,transcription
YJR066W,Molecular function,kinase
YMR127C,Molecular function,histone
YIL140W,Molecular function,molecular_function
YBR213W,Molecular function,dehydrogenase
YAL064W,Molecular function,molecular_function
YLR244C,Molecular function,peptidase
YJR084W,Molecular function,molecular_function
YDL238C,Molecular function,hydrolase
YPR033C,Molecular function,tRNA
YLR382C,Molecular function,tRNA
YLR382C,Molecular function,snRNA binding
YLR219W,Molecular function,molecular_function
YDR363W,Molecular function,molecular_function
YFR005C,Molecular function,molecular_function
YHL036W,Molecular function,transmembrane
YHL036W,Molecular function,transporter
YFR050C,Molecular function,molecular_function
YNR069C,Molecular function,molecular_function
YAR019C,Molecular function,kinase
YGL071W,Molecular function,transcription
YGL071W,Molecular function,RNA polymerase
YGR020C,Molecular function,ATP
YAL046C,Molecular function,molecular_function
YER060W,Molecular function,transmembrane
YER060W,Molecular function,transporter
YPL128C,Molecular function,RNA polymerase
YPL128C,Molecular function,transcription
YGR047C,Molecular function,RNA polymerase
YGR047C,Molecular function,transcription
YDR485C,Molecular function,histone
YEL049W,Molecular function,molecular_function
YOR391C,Molecular function,peptidase
YBR054W,Molecular function,molecular_function
YER067W,Molecular function,molecular_function
YIL013C,Molecular function,transmembrane
YIL013C,Molecular function,ATP
YBR293W,Molecular function,transmembrane
YBR293W,Molecular function,transporter
YEL032W,Molecular function,ATP
YGL241W,Molecular function,transporter
YER167W,Molecular function,molecular_function
YMR104C,Molecular function,kinase
YER185W,Molecular function,molecular_function
YBL052C,Molecular function,histone
YBR076W,Molecular function,molecular_function
YLL019C,Molecular function,kinase
YCR044C,Molecular function,molecular_function
YNL073W,Molecular function,tRNA
YMR280C,Molecular function,RNA polymerase
YMR280C,Molecular function,transcription
YFL020C,Molecular function,molecular_function
YNL328C,Molecular function,ATP
YNL328C,Molecular function,transporter
YGR217W,Molecular function,calcium channel
YOR174W,Molecular function,RNA polymerase
YPR149W,Molecular function,molecular_function
YNL015W,Molecular function,peptidase
YCR084C,Molecular function,transcription
YCR084C,Molecular function,RNA polymerase
YCR084C,Molecular function,histone
YHR178W,Molecular function,transcription
YDR204W,Molecular function,molecular_function
YDR251W,Molecular function,molecular_function
YJR152W,Molecular function,transmembrane
YJR152W,Molecular function,transporter
YAR008W,Molecular function,tRNA
YOL097C,Molecular function,tRNA
YOR110W,Molecular function,RNA polymerase
YOR110W,Molecular function,transcription
YNR020C,Molecular function,molecular_function
YBR258C,Molecular function,histone
YAL007C,Molecular function,molecular_function
YNL241C,Molecular function,dehydrogenase
YJL154C,Molecular function,transporter
YDR091C,Molecular function,ATP
YJL123C,Molecular function,molecular_function
YHR066W,Molecular function,rRNA binding
YPL188W,Molecular function,kinase
YPL188W,Molecular function,NADH
YFR026C,Molecular function,molecular_function
YGL238W,Molecular function,receptor
YJL165C,Molecular function,kinase
YNL128W,Molecular function,molecular_function
YKL191W,Molecular function,molecular_function
YHR120W,Molecular function,ATP
YOL137W,Molecular function,molecular_function
YER111C,Molecular function,transcription
YER111C,Molecular function,RNA polymerase
YOL039W,Molecular function,kinase
YHL011C,Molecular function,kinase
YMR303C,Molecular function,dehydrogenase
YDR411C,Molecular function,molecular_function
YMR186W,Molecular function,ATP
YML015C,Molecular function,transcription
YML015C,Molecular function,RNA polymerase
YOR197W,Molecular function,peptidase
YDL014W,Molecular function,histone
YDR260C,Molecular function,molecular_function
YOR230W,Molecular function,transcription
YMR178W,Molecular function,molecular_function
YOR307C,Molecular function,molecular_function
YBR095C,Molecular function,histone
YDR036C,Molecular function,hydrolase
YPL223C,Molecular function,molecular_function
YBR203W,Molecular function,molecular_function
YCR010C,Molecular function,transmembrane
YCR010C,Molecular function,transporter
YMR152W,Molecular function,molecular_function
YMR125W,Molecular function,transcription
YMR125W,Molecular function,RNA polymerase
YGL180W,Molecular function,kinase
YGL123W,Molecular function,rRNA binding
YPL086C,Molecular function,histone
YPR153W,Molecular function,molecular_function
YMR042W,Molecular function,transcription
YMR042W,Molecular function,RNA polymerase
YLL003W,Molecular function,molecular_function
YKR009C,Molecular function,dehydrogenase
YMR078C,Molecular function,molecular_function
YLR094C,Molecular function,molecular_function
YDL154W,Molecular function,molecular_function
YJR060W,Molecular function,RNA polymerase
YJR060W,Molecular function,transcription
YNL161W,Molecular function,kinase
YIL146C,Molecular function,molecular_function
YOL161C,Molecular function,molecular_function
YKL016C,Molecular function,ATP
YKL174C,Molecular function,transmembrane
YKL174C,Molecular function,transporter
YLR380W,Molecular function,transporter
YDL201W,Molecular function,tRNA
YDR468C,Molecular function,receptor
YIL033C,Molecular function,kinase
YGR128C,Molecular function,tRNA
YIL048W,Molecular function,ATP
YIL048W,Molecular function,transmembrane
YOL056W,Molecular function,molecular_function
YFR052W,Molecular function,molecular_function
YGL073W,Molecular function,transcription
YGR106C,Molecular function,molecular_function
YGL086W,Molecular function,molecular_function
YAL044C,Molecular function,dehydrogenase
YPR081C,Molecular function,tRNA
YPL042C,Molecular function,kinase
YPL042C,Molecular function,RNA polymerase
YDR430C,Molecular function,peptidase
YPR185W,Molecular function,kinase
YLR077W,Molecular function,molecular_function
YBL019W,Molecular function,hydrolase
YOL070C,Molecular function,molecular_function
YGR150C,Molecular function,rRNA binding
YPL200W,Molecular function,molecular_function
YNR054C,Molecular function,ATP
YIL015W,Molecular function,peptidase
YEL030W,Molecular function,molecular_function
YBR291C,Molecular function,transmembrane
YBR291C,Molecular function,transporter
YML114C,Molecular function,transcription
YML114C,Molecular function,RNA polymerase
YGR008C,Molecular function,molecular_function
YJL030W,Molecular function,molecular_function
YDR165W,Molecular function,tRNA
YBR074W,Molecular function,molecular_function
YDR055W,Molecular function,molecular_function
YML036W,Molecular function,molecular_function
YDL088C,Molecular function,transporter
YLR113W,Molecular function,kinase
YLR142W,Molecular function,dehydrogenase
